No. of edges: 5358
1309,1011,238881091.0
1259,1011,49956466.0
1568,1011,83993363.0
1147,1011,94025402.0
1393,1011,209056421.2399999
1039,1011,108869198.99999999
1210,1005,68038512.0
1042,1005,325705294.5
1045,1018,122926267.0
1256,1074,69592780.26999997
1668,1074,29104696.78
1163,1074,119168119.13999996
1007,1074,2935473.420000001
1034,1074,5180840.0
1832,1074,2909541.0
1099,1074,21296283.0
1488,1074,2000545.0
1801,1074,7875858.0
1076,1074,191714.0
1944,1074,908456.0
1659,1048,49972484.0
1210,1048,120575352.0
1205,1057,68001476.0
1220,1032,2153358.0
1837,1061,479788.0
1222,1061,1573392.5
1017,1075,169105245.0
1023,1075,4001603.0
2085,1075,19457400.0
1503,1075,192722792.0
2088,1075,4303515.0
1350,1075,60126657.8
1327,1075,190201678.0
1276,1075,1778069.0
1666,1075,909441.0
1056,1075,148756041.0
1748,1075,23868404.0
1658,1075,149258.32
1327,1003,14046362.0
2085,1003,6742454.0
1228,1003,91723838.0
1034,1003,983341.0
1748,1003,7389459.0
1309,1003,17767119.0
1074,1003,16694675.88
1138,1003,4943498.0
1089,1003,2452116.0
1002,1003,1426797.0
1623,1003,3976105.0
1076,1003,601009.0
1264,1003,5427120.0
1875,1003,3229943.0
1004,1003,2334410.6
1595,1003,966511.0
1039,1004,57945575.61999999
1944,1004,3088389.5
1259,1004,68105354.80000001
1090,1004,22604703.0
1138,1004,137661520.0
1051,1004,251008392.17999992
1101,1004,3672018.4000000004
1488,1004,9745632.0
1079,1004,4949392.0
1104,1004,589339.2
1839,1004,7427846.04
1747,1004,28967.0
1135,1004,98211.0
1656,1004,2810577.86
1500,1004,38579963.02
1148,1004,3742134.0
1309,1004,4902876.0
1668,1004,82077496.53999999
1136,1004,11609624.0
1172,1004,3233607.0
1132,1004,757064.0
1809,1004,5053592.0
1774,1004,1435668.0
1037,1004,5729605.0
1930,1004,320423.0
2184,1004,8298485.2
1243,1004,114356.0
1293,1004,73849.0
1990,1004,95218830.0
1690,1004,3861944.0
1449,1004,21745299.0
1310,1004,8331727.0
1679,1004,7502425.0
1147,1004,5802822.0
1159,1004,232718.0
1335,1004,102070.0
1228,1004,1255897.0
1034,1004,4315652.0
1862,1004,1320006.0
1049,1004,11072.0
1105,1004,375545.0
1766,1013,3005035.2
1541,1013,2765278.08
1961,1013,2100500.0
1575,1013,2606760.0
1104,1013,20431784.33999997
1189,1013,7000000.0
1723,1013,6461230.0
1962,1013,6491279.0
1084,1013,51112859.800000004
1480,1013,21957058.0
2146,1013,5102862.8
1405,1013,766984.0
1016,1013,1759310.0
1729,1013,6538753.0
2166,1013,2728816.08
2073,1013,1079069.0
1051,1015,152225790.05999997
1344,1015,295460.0
1917,1015,104246.0
1535,1077,156808.0
