node_id,trust_rank
1133,18.51413072823787
1025,1.3570814588717943
1248,1.7537580402275483
1358,2.4028599103990826
1452,0.575
1433,6.002122402163327
1537,0.575
1570,4.917514157992699
1240,0.575
1676,3.094053405693678
2066,0.575
1028,2.2853625976374365
1388,0.575
1323,0.989468511751983
1351,0.575
1038,2.4058721927947633
1262,0.575
1106,0.575
1534,3.7133587063088282
1559,0.575
1247,0.7956570456427072
2126,0.575
2111,0.575
1160,0.575
2084,0.575
1183,0.575
1336,0.575
2137,0.575
1828,0.575
1724,0.575
1274,0.575
1786,0.575
1340,2.8185115672105283
1137,9.334493603061462
1366,0.7618856564192263
1152,0.7556774677503453
1193,10.061852227779983
1599,0.575
1275,0.575
1269,0.575
1322,0.7371719318050423
2053,0.575
1977,0.575
2081,0.575
1951,0.575
1439,3.817833293245922
2075,0.575
1790,1.2868542486977212
1195,0.575
1167,0.7027660705577429
1197,7.812817082223984
1638,0.575
1579,0.575
1242,1.422235347646053
1632,0.8243300867746122
1010,3.9024547192267707
1307,0.575
1124,0.6575496288171777
2188,0.575
1186,0.5911633402385705
1204,2.1922166695048944
1059,1.8225294441356492
1798,0.575
1268,2.3256931274615518
1139,7.629733544032864
1651,3.026922403180754
1001,3.466228485861417
1432,0.575
1539,0.575
1672,0.575
1082,0.575
1887,1.5169374199301677
1267,1.6400919573863575
1200,1.7041413657793505
1071,4.234278375130265
1164,0.575
1551,0.575
1232,0.575
1647,0.575
1412,3.974316512685301
1708,0.575
1629,0.575
2177,0.575
1033,4.584600632317034
1771,2.166752463733881
1772,0.575
1052,4.401215874942614
1067,2.7861531932307257
1154,0.5939313534312468
1969,0.575
1093,2.5966680730845395
2008,0.575
1214,1.8137711269864585
1845,6.009160966899957
1165,0.575
1143,3.92253857815588
1155,1.5890013491223864
1244,0.575
1749,0.575
1849,0.575
2061,0.575
1580,2.0960012421385974
1118,1.1564236216801334
1759,0.575
1347,0.9337487429753839
2189,0.575
1555,0.575
1342,1.135639267319646
1946,0.575
1175,9.569838658538524
1296,8.424088352224203
1239,14.199435613578979
1187,7.345333851937022
1543,0.575
1157,3.4961102405837563
1573,0.575
1115,0.575
1942,0.575
1420,0.5989822574324976
1544,0.6990532622675537
1070,0.8839990252366141
1451,0.575
1227,1.06375
1230,4.324779735639836
1314,2.66372603838106
1311,3.533389032136652
1450,0.575
1086,3.138259710721225
1728,0.575
1686,0.575
1129,10.42741758044976
1285,1.8527107110471766
1130,8.476967183840625
1542,0.575
1445,0.575
1694,0.575
2089,0.575
2104,0.575
1871,0.575
1094,22.57683919749905
1122,18.94524253255492
1349,4.660865325298528
1123,1.2255418440881685
1141,3.3129415453601423
1363,0.575
1258,2.1751126046075386
1121,4.467633895422157
1648,0.575
1218,4.45729521582199
1691,0.575
1158,2.870775377502092
1317,0.7758668654951727
1657,0.575
1182,2.5515181600220003
1027,4.091933033416375
1525,0.575
1255,1.3464703230762314
1499,1.3831573007377544
1710,0.575
1626,1.7879763336740526
1029,1.219225627854402
1716,0.575
1036,2.2139773841358354
1531,1.7073481053501716
1827,0.575
1429,0.575
1375,1.8624369052675118
1085,5.9943080789479275
1456,0.575
1846,0.575
1092,0.9816555478806643
1602,0.575
1324,2.734222942374324
2171,0.575
1601,0.575
1156,1.0786441684959698
1213,3.7208120502708772
1935,0.575
1717,0.575
2047,0.575
1241,3.6795823381856607
1062,3.3159750757288626
1260,1.5429310063674493
2174,0.575
2127,0.575
2101,0.575
2164,0.575
1916,0.575
1664,0.575
1440,0.575
1932,0.575
2136,0.575
2182,0.575
1877,0.575
2162,0.575
1671,0.575
2027,0.575
2024,0.575
1300,0.575
1292,0.9134648895531927
1454,0.575
1298,2.7578106510029454
2172,0.575
1518,0.575
1180,1.1454513997900215
2014,0.575
1235,4.375136922768741
1231,0.8575010797610686
1634,0.575
1318,6.668166248432294
1319,17.81497241945177
1669,0.575
2052,0.575
1370,14.154912582250853
1337,1.6942492540276344
1949,0.575
1933,0.575
1592,0.575
1357,0.575
1173,14.967590630454174
1041,12.436544120831199
1975,0.575
1055,1.660799692725591
1383,0.575
1462,0.575
1735,0.575
1515,0.575
1758,0.575
1520,0.575
1733,0.575
1778,0.575
1864,0.575
1770,0.575
1329,0.575
2003,0.575
2078,0.575
1921,0.575
1702,0.575
2026,0.575
1554,0.575
1434,1.542044644007284
1777,0.8171008380541582
1763,0.575
1192,0.5937222828556755
1251,1.014769622306161
1294,1.1526305361852125
1043,8.311977315005615
1250,9.99326416714188
1986,0.575
1381,9.13377070646148
1482,3.803530541338199
1355,1.3980757378479314
2050,0.575
1692,0.575
1783,3.9409439518832623
1305,9.692375891467293
1427,0.575
1960,0.575
1102,0.9872018694028352
1966,0.575
1474,0.575
1190,1.4357387693082853
1219,0.8623891025571874
1444,0.575
1226,6.502226318424786
1249,6.895812954550294
1313,0.575
1395,0.575
1725,0.575
1731,0.575
1514,0.575
2060,0.575
1266,0.8268322759293614
1460,0.575
1315,1.153242052841123
1874,0.575
1978,0.575
1800,0.575
1333,1.1301086607671444
1807,0.575
1107,1.269015511842967
1109,0.7918196792708319
1362,0.575
1765,0.575
2023,0.575
1907,0.575
1627,0.575
2001,0.575
2036,0.575
1091,0.6938576688537499
1998,0.575
1803,0.575
2093,0.575
1207,1.0990373473364519
1212,1.2281939334921295
1821,0.575
1369,14.951638069450535
1584,6.843145975864347
1784,0.575
1703,5.43935688548459
1125,1.6796004982490607
1196,1.415390158936363
1012,0.575
1750,0.575
1265,0.7499855593837141
1171,1.0972431522909474
1476,0.575
1762,0.575
1684,0.575
2057,0.575
1426,10.570720573407248
1341,2.260049216544574
1776,0.575
1502,1.9080087281089018
1178,3.027776724240601
1208,0.7631722145399223
1254,1.0540837015514068
1263,1.3713031822704955
1901,0.575
2080,0.575
1955,0.575
1398,1.06375
1899,0.575
1400,2.23422100574534
1436,2.049243282433795
1458,1.198420494350702
1788,0.8149252752474476
1504,0.6663427174912916
1903,0.575
1483,1.5212079882205656
1506,0.575
1497,0.6130370456963042
1498,2.4851912415441624
2168,0.575
1808,0.575
1614,0.575
1879,0.575
1457,0.575
1508,5.1144729492184835
1354,0.575
1238,2.690248690534975
1817,0.575
1649,0.575
1513,0.6350432893710214
1546,1.0033286807208033
1953,0.575
1549,2.116156963886897
2021,0.575
1596,0.575
1574,8.053264303622393
1752,0.575
1822,0.575
1558,0.575
1437,0.575
1609,1.1336889483405606
1346,0.575
1203,0.575
1312,1.9534232992343927
1644,0.575
1097,0.5807133162251644
1127,3.4718571947653465
1576,0.575
1131,1.0825252966045293
1153,0.6578728676901445
1161,3.46457594407851
1331,1.9048119907975558
1833,0.575
1732,0.8898677175746116
1600,0.575
1385,5.306426592071864
1325,4.964798007357046
1971,0.575
1367,3.4059641579584605
1980,0.575
1374,1.2655015147894622
1380,1.2216675815800002
1485,0.575
1198,0.575
1566,0.575
1740,0.575
1567,0.6181878767887208
1811,0.575
1430,3.1752954125725714
1481,0.575
1464,1.3226744789593892
1816,0.575
1493,1.75822308829639
1865,0.575
1767,0.575
1463,2.199849459911029
2090,0.575
1863,0.575
1466,0.575
1373,1.8917619376857566
1804,0.575
1304,0.575
1410,1.570149426808374
1588,0.575
2043,0.575
1273,1.1344563478335068
1343,0.575
1881,0.575
1295,0.8821656997402292
1424,0.6036719156832793
1438,0.9623962485429068
1364,1.563982786233412
1635,0.575
1873,0.575
1572,0.575
1316,0.7150969891518424
1348,1.0507078303340165
1376,6.211617204527811
1495,0.575
1216,0.575
1489,2.4473392716220093
1372,0.575
1838,0.575
1176,0.575
1585,0.575
2150,0.575
1421,0.575
1861,0.575
1882,0.575
1423,0.6212307506494684
1428,2.711284289971653
1866,0.575
1550,1.6062994579094327
1571,0.575
1565,1.247940920117057
2145,0.575
1886,0.575
1521,0.6021764465731301
1522,0.786819333286569
1069,0.5832908895265423
1425,0.575
2062,0.575
1270,3.9350353782574077
1303,0.575
1970,0.575
1359,0.753818585613305
1117,4.379908054864875
1301,0.575
1411,1.1104449667418972
1417,0.8319964040882062
1465,1.062933299472305
1530,3.9117719612340256
1540,1.6428135425617534
1689,0.575
1569,2.396828771959188
1225,0.575
1188,0.8862811051654931
1047,0.575
1688,0.575
1252,1.08218471710093
1673,0.575
1552,0.575
1206,0.6556065272793737
2169,0.575
1925,0.575
1234,1.2033012730942474
1616,0.575
1237,1.5168240153706707
1441,0.575
1253,1.8966009158781718
2025,0.575
1785,1.844983237224997
2170,0.575
1829,0.5786892253115844
1830,1.7296815680670243
1836,0.9655525841795272
1991,0.575
1288,1.093807955436851
1870,0.575
1453,0.575
1320,1.452167834383042
1332,0.575
1352,0.7132640980588613
