node_id,trust_rank
1309,0
1011,1.8281768638460445
1259,0
1568,0
1147,0
1393,0
1039,0
1210,0
1005,0.575
1042,0
1045,0
1018,1.06375
1256,0
1074,1.5022527727410093
1668,0
1163,0
1007,0
1034,0
1832,0
1099,0
1488,0
1801,0
1076,0
1944,0
1659,0.575
1048,0.7517560785949287
1205,2.8330558098280516
1057,1.2581040428783343
1220,6.06075439046198
1032,0.6454573382607387
1837,0.575
1061,0.7196856314815185
1222,1.789643869909679
1017,0.6159942945341546
1075,4.575391704530614
1023,3.877004799024412
2085,0.575
1503,0.575
2088,0.575
1350,0.575
1327,4.609649156158288
1276,6.8478733762323065
1666,0.575
1056,3.1128474113372206
1748,0.575
1658,0.575
1003,2.5956485561547997
1228,0.575
1138,17.457747160004008
1089,3.1042033024784423
1002,1.4797333735674838
1623,0.575
1264,1.0931283459346763
1875,0.575
1004,9.27505650778144
1595,0.575
1090,0.575
1051,0.575
1101,4.696686757428472
1079,10.65429933000666
1104,4.816688546205435
1839,0.575
1747,0.575
1135,0.575
1656,0.575
1500,0.575
1148,2.0527429047162773
1136,7.077575561683801
1172,3.5082964242068058
1132,0.575
1809,0.575
1774,0.575
1037,15.545747638270486
1930,0.575
2184,0.575
1243,4.028572754694777
1293,0.575
1990,0.575
1690,0.575
1449,3.443618083260091
1310,3.0884354695197356
1679,0.575
1159,6.532497009284533
1335,0.575
1862,0.575
1049,7.272148521079534
1105,8.663193326350116
1766,0.575
1013,6.544948729825608
1541,0.575
1961,0.575
1575,0.575
1189,4.878877226264645
1723,0.575
1962,0.575
1084,11.542531028699925
1480,1.804007208026508
2146,0.575
1405,2.5965521210025013
1016,7.658526623748841
1729,0.575
2166,0.575
2073,0.575
1015,0.6199869267966436
1344,0.575
1917,0.575
1535,0.575
1077,5.6972741703404735
1087,1.495756287608613
1431,4.997426263721823
1080,3.4071172602214674
1098,7.692599003318786
1701,0.575
1009,0.575
1191,0.575
1142,0.575
1081,0.575
1146,0.575
1199,6.207807730369211
1754,0.575
1545,0.575
1134,0.575
1517,1.8589251229478538
1202,0.575
1389,0.575
1014,3.471094928871446
1356,5.706712004938094
1068,3.9621008020858373
1633,0.575
1108,5.370113730999026
1140,6.888258555146383
1120,0.8712135284651193
1528,0.575
1678,0.575
1447,0.575
1035,4.844678643599747
1326,5.76673208157122
1181,4.584431824885755
1246,5.563434225831731
1406,1.1582165956578916
1168,3.6016584275785917
1046,0.722037296010447
1019,0.6368588916904179
1058,0.6985348021606144
1040,3.6157918129114672
1060,4.4587403865997315
1078,0.575
1581,0.575
1353,0.575
1287,0.575
1128,1.2416053657801016
1149,2.816578048634036
1209,1.832685304608637
1813,1.189631621762981
1529,0.575
2031,0.575
1236,1.3833913304714538
1617,0.575
1215,3.1346015324470846
1470,0.575
1065,3.868517298350902
1126,1.1384575112790514
1484,0.575
1835,0.575
1696,0.575
1553,0.575
1582,0.575
2034,0.575
1390,5.243452506079833
1598,0.575
1645,0.575
1261,1.0052422641306527
1939,0.575
1597,0.575
1591,0.575
1302,0.575
1339,0.7945063380227595
1780,0.575
1031,0.7170437102892872
1145,0.575
1114,8.07198814812683
1891,0.575
1959,0.575
2071,0.575
1475,0.575
1469,0.575
1769,3.669895369690648
1073,1.373600168467444
1471,2.065770675249718
1562,0.575
1419,2.1268710087370457
1245,1.9574051505852854
1162,0.575
1223,0.575
1054,2.1314111019004813
1224,1.2021910401229083
1144,25.521985617783628
2190,0.575
1473,1.030881116907502
1757,0.575
1283,7.252675153958037
1391,0.575
1859,0.575
1103,8.416104533839695
1524,0.575
1764,0.575
1179,2.0882414569119554
1397,0.575
2072,0.575
2000,0.575
2142,0.575
1914,0.575
2109,0.575
1818,0.575
1151,0.575
1096,1.3761651144879516
1021,9.207284570414807
1624,0.575
1072,5.222554553670757
1272,2.700367075896667
1753,0.575
1611,0.575
2151,0.575
1291,2.3788276938392254
1201,16.91752654271353
1020,8.708480743793801
1290,0.575
1422,0.575
1775,0.575
1612,0.575
1289,0.9492515897343012
1328,5.868174631731148
1906,0.575
1519,0.575
1604,0.575
1501,1.4761517211453725
1446,0.575
1116,1.7394781372230623
1184,12.120664892019084
1217,2.5343158333214526
1050,6.5397411846613105
1956,0.575
1308,1.632741009052558
1185,0.575
1006,4.719484873985772
1166,4.824201252881023
1855,0.575
2017,0.575
1066,0.575
1022,0.6698130638689431
1330,10.21123714175236
1024,1.529830685289094
1857,0.575
1100,4.012075866676053
1698,0.575
1008,2.595380462568123
1660,0.575
1793,0.575
1396,0.575
1927,0.575
1064,0.8563741525118773
1379,1.8803152650150814
1177,0.575
1382,2.419096896869779
1110,4.394905108845545
2108,0.575
1646,0.575
1377,4.827496907584642
2158,0.575
2107,0.575
1194,8.31387167464344
1063,0.6438255292405528
1533,0.575
2152,0.575
1306,3.728651548033288
1505,0.575
1030,0.7727824894426307
1053,0.7710687113562327
1088,26.90280996030599
1511,0.575
1392,0.575
1111,1.2500636089281143
1824,0.575
1278,1.284938607892731
1802,0.575
1338,0.575
1557,0.575
1608,0.575
1523,2.914488175218028
1720,0.575
1443,1.7737747045380974
2097,0.575
2012,0.575
1286,0.575
1113,0.6878516587296882
1640,6.238918979015848
1950,0.575
1755,0.575
1606,0.575
1044,0.6251818876986224
2039,0.575
1083,3.4336179340051656
2124,0.575
1211,0.575
1112,8.03774584060349
1743,0.575
1594,1.3190487006252003
1510,0.5998137946004627
1995,0.575
1472,0.575
1026,1.1361579057406042
1739,0.575
1461,0.575
2028,0.575
1282,7.983900640636433
1789,0.575
2100,0.575
1858,0.575
1387,1.041273054888664
1722,0.575
2054,0.575
2076,0.575
